id,rackTotCnt,stationLatitude,stationLongitude,distance_hanriver,distance_bikeroad,distance_subway,distance_school_mid,distance_school_high,distance_school_univ,PopTot
102,22,37.56,126.94,1033,1804,67,791,537,1421,25997
103,16,37.56,126.94,1019,1867,141,925,606,1377,41242
104,15,37.56,126.94,1327,2221,92,339,1084,934,25997
105,7,37.56,126.94,1321,2292,34,277,1149,952,25997
106,12,37.56,126.94,1181,2476,201,294,1284,1151,19153
107,7,37.56,126.94,1754,1426,471,1115,655,964,25997
108,12,37.56,126.94,1646,1954,483,611,1183,647,25997
109,12,37.56,126.94,1819,2514,216,358,1471,606,26163
111,12,37.56,126.94,2120,2520,97,671,1157,378,26163
112,12,37.56,126.94,2066,2370,173,664,1181,278,26163
114,17,37.56,126.94,2235,1539,60,856,858,693,25997
115,17,37.56,126.94,2523,1438,373,1038,882,905,24372
179,17,37.56,126.94,2330,426,42,184,728,1422,42865
476,10,37.56,127,4194,3823,160,218,204,1088,6284
181,17,37.56,126.9,237,2573,840,1240,1431,2022,41242
182,12,37.56,126.9,249,2544,813,1234,1292,2007,41242
183,17,37.56,126.94,2270,574,998,666,201,1677,16953
184,11,37.56,126.94,1053,1628,379,442,454,1810,61695
185,17,37.53,126.94,1794,3354,583,438,729,1059,23877
2535,15,37.5,127,715,4524,697,326,388,806,102434
2536,20,37.47,127.06,7429,547,1240,1493,1505,2715,69101
2537,10,37.47,127.06,4768,2104,299,996,351,668,69101
2538,10,37.53,127,853,2090,617,698,855,2374,35131
2540,10,37.5,127,1190,4976,495,570,495,826,102434
2541,15,37.44,127.06,9694,4919,2372,2718,3669,4306,18481
2542,10,37.5,127,2506,3304,143,666,739,1713,102434
2545,18,37.5,127,1627,4748,666,601,889,362,102434
2548,10,37.5,127,1426,3132,527,744,696,1346,102434
2549,10,37.47,127,6169,775,1766,736,2251,2387,69101
2550,10,37.47,127.06,6662,390,403,621,610,1479,69101
2601,12,37.5,127.1,1904,3079,517,1203,915,3195,152347
2603,12,37.47,127.1,5904,1465,440,891,568,3146,33055
2604,12,37.53,127.1,786,1873,819,619,759,2124,40806
2605,17,37.47,127.1,6502,984,69,1330,1094,2114,33055
2606,12,37.47,127.1,6707,1488,1287,535,936,3023,30142
2607,17,37.47,127.1,6560,966,35,1368,1165,2043,33055
2608,17,37.5,127.1,1371,2114,539,719,925,2269,152347
2609,12,37.53,127.1,3281,607,593,573,104,389,42568
2610,12,37.5,127.1,2276,2293,561,767,1077,2411,46888
2611,9,37.53,127.1,1239,1980,726,517,574,1891,40806
2612,12,37.5,127.1,3979,3365,910,639,626,3940,89512
2613,20,37.53,127.06,727,3391,680,233,169,3164,152347
2614,17,37.5,127.1,3554,2382,505,161,29,2359,46888
2615,17,37.5,127.1,4714,2622,298,343,607,3640,51268
2616,12,37.5,127.1,4560,2900,477,595,174,2700,30142
2617,17,37.5,127.1,4492,2923,327,715,119,2737,89512
2618,16,37.5,127.06,1523,4058,25,986,643,4190,152347
2619,11,37.5,127.1,2120,3530,15,366,393,3626,32613
2620,17,37.5,127.1,1972,1905,119,534,722,1988,46888
2621,17,37.53,127.1,1514,1196,325,342,1106,1344,42568
2622,22,37.53,127.1,3577,600,34,840,558,434,42568
2623,15,37.5,127.1,2446,2953,364,591,854,3029,34309
2625,15,37.5,127.1,3306,3428,640,646,715,3439,89512
2626,15,37.5,127.1,4414,2880,65,539,874,2784,89512
2627,10,37.5,127.1,4778,2463,759,701,668,3245,51268
2628,15,37.5,127.1,4947,2387,74,465,396,3868,51268
2629,15,37.5,127.1,4649,2677,633,922,1000,3876,51268
2630,12,37.5,127.1,3254,1809,518,612,301,1832,42568
2631,15,37.5,127.1,2576,3891,560,193,157,3960,32613
2632,9,37.5,127.1,2144,3442,80,422,442,3536,34309
2633,20,37.47,127.1,7230,1306,1714,665,349,2489,5674
2634,15,37.47,127.1,6617,909,985,233,944,2809,33055
2635,15,37.5,127.06,819,3851,52,557,319,3633,152347
2637,15,37.5,127.06,769,4930,440,538,688,3502,152347
2638,8,37.53,127.1,1198,1089,428,191,599,1340,40806
2639,18,37.5,127.1,2538,2614,39,1133,672,2690,34309
2641,10,37.5,127.1,3244,2800,70,705,541,2809,89512
2642,12,37.5,127.1,4730,2793,845,997,956,2557,41006
2643,10,37.53,127.1,1123,1080,630,75,799,1328,40806
2644,10,37.5,127.1,4035,2338,473,112,789,2142,41067
2645,10,37.53,127.06,248,3938,537,509,437,3052,152347
2647,15,37.5,127.1,1793,2651,207,688,985,2796,152347
2648,30,37.5,127.1,3233,3632,869,444,890,3652,89512
2649,10,37.5,127.1,3399,1803,533,303,235,1639,41067
2650,11,37.47,127.1,6580,1056,1058,160,842,2972,33055
2651,20,37.5,127.1,4462,2862,27,474,911,2762,89512
2652,20,37.5,127.1,3285,1486,722,288,592,1294,41067
2653,20,37.5,127.1,4142,1039,427,423,799,923,42568
2654,10,37.5,127.1,3170,1349,685,277,664,1159,42568
2655,20,37.5,127.1,3749,2459,595,218,176,2417,46888
2656,10,37.53,127.1,908,1277,759,236,754,1520,40806
2657,10,37.47,127.1,6149,1230,535,680,684,2967,33055
2658,10,37.5,127.1,3858,3100,338,845,708,3060,89512
2659,10,37.5,127.1,3274,3686,915,387,463,3704,89512
2701,17,37.56,126.8,2861,3447,167,609,982,2997,65493
2702,22,37.56,126.8,2202,3214,270,216,170,3818,65493
2703,20,37.56,126.9,2193,4780,257,278,924,1583,42579
2704,10,37.56,126.9,2134,4539,345,263,139,1070,78091
2706,13,37.56,126.8,1371,2643,355,691,73,4524,94186
2707,13,37.56,126.9,2780,2985,332,700,519,2555,65493
2708,15,37.56,126.9,2373,3714,605,594,377,1834,65493
2709,20,37.56,126.9,1673,4753,413,700,612,1781,65493
2710,30,37.56,126.8,3035,2814,360,375,782,2743,65493
2711,9,37.53,126.8,4713,6849,545,457,647,1939,206348
2712,10,37.53,126.8,4331,7285,402,178,409,1550,206348
2713,13,37.56,126.9,3279,5377,914,1085,838,662,206348
2714,10,37.56,126.8,4220,4723,686,599,226,2107,38507
2715,25,37.56,126.8,2695,3257,23,549,892,3110,65493
2716,30,37.56,126.8,2355,2804,475,698,881,3363,65493
2717,30,37.56,126.8,3738,3831,449,840,802,2275,65493
2718,15,37.56,126.8,4043,4508,613,315,160,2064,65493
2719,20,37.56,126.8,3375,3855,508,1152,834,2524,65493
2720,30,37.56,126.8,3504,4033,438,779,701,2488,65493
2721,12,37.56,126.8,3230,3659,522,483,519,988,65493
2722,20,37.56,126.8,3313,3894,278,401,601,868,78091
2723,13,37.56,126.8,3505,3889,262,588,805,2053,65493
2724,25,37.56,126.8,3256,3052,288,1023,851,2599,65493
2725,20,37.56,126.8,3490,2956,528,1191,1064,2783,65493
2727,20,37.56,126.8,3117,3534,420,1182,1129,2676,65493
2728,30,37.56,126.8,2832,3371,116,640,1002,2986,65493
2729,30,37.56,126.8,2479,2967,313,618,866,3260,65493
2730,30,37.56,126.8,3697,4078,251,746,572,2055,65493
2731,14,37.56,126.8,3842,4508,465,934,169,1865,65493
2732,15,37.56,126.8,4246,4512,711,501,342,2270,65493
186,42,37.56,126.9,1368,1999,463,998,1341,2819,61695
188,12,37.6,126.94,4941,2260,841,186,714,1283,51296
191,12,37.6,126.94,3160,376,549,885,520,1078,52970
192,12,37.56,126.94,3053,387,825,585,1047,889,41339
194,12,37.56,126.9,2672,489,207,578,666,1783,52970
195,12,37.56,126.94,2365,328,290,433,480,1464,41339
196,12,37.56,126.94,2788,742,983,278,690,1105,41339
2733,15,37.56,126.8,3368,4310,446,87,1044,1526,65493
2735,30,37.56,126.8,3049,3821,238,763,1031,3067,65493
2739,10,37.56,126.8,4410,4707,809,724,428,1535,38507
2740,30,37.56,126.8,2415,2541,824,1126,1275,3309,65493
2741,8,37.56,126.8,4363,5056,857,348,164,1229,38507
2742,10,37.56,126.9,2379,4310,417,122,241,1233,78091
2743,11,37.56,126.9,2846,2797,474,300,629,2743,65493
2744,20,37.56,126.8,2980,3879,381,527,938,3277,65493
2745,9,37.56,126.8,4023,4821,792,770,556,1172,38507
2746,10,37.56,126.8,4240,5959,985,293,352,1124,38507
2801,32,37.47,126.9,5837,769,544,559,1179,1453,143240
2804,20,37.47,126.8,9936,2853,1127,594,1211,1247,76795
2805,20,37.47,126.8,9177,2312,1063,483,646,576,76795
2806,20,37.47,126.8,9125,2251,1065,544,661,572,76795
2807,20,37.47,126.8,9576,2659,1007,268,826,853,76795
2808,20,37.47,126.8,9557,2651,1004,256,805,831,76795
2809,20,37.47,126.8,9696,2573,1277,590,1118,1109,76795
2810,20,37.47,126.8,9683,2558,1286,592,1114,1103,76795
2812,18,37.47,126.8,9574,2581,1124,387,905,909,76795
2813,10,37.47,126.8,9433,2346,1357,589,975,925,76795
2814,10,37.47,126.8,9424,2332,1371,603,982,928,76795
2815,20,37.47,126.8,10271,3189,1103,818,1052,1528,76795
2816,20,37.47,126.8,10331,3172,1253,933,1039,1627,76795
2817,15,37.47,126.8,8480,1031,788,859,1354,1569,76795
2818,20,37.47,126.8,8394,1183,512,563,923,1296,76795
2819,15,37.47,126.8,8093,940,443,560,858,1487,76795
2820,10,37.5,126.9,6568,1394,507,489,1169,314,88876
2821,10,37.5,126.9,5352,2422,772,164,522,1180,53132
2822,20,37.5,126.9,4674,3682,920,883,425,1901,53132
2823,10,37.5,126.9,4918,3113,568,511,264,2047,143240
2824,10,37.5,126.9,3298,3077,200,371,802,1599,37188
2825,10,37.5,126.9,5106,2403,892,879,588,2555,143240
2826,10,37.5,126.9,5806,2132,669,1099,844,2016,143240
2901,8,37.62,127.06,9016,2540,746,547,858,999,80111
2902,12,37.62,127.06,8902,2676,639,573,728,1003,80111
2903,10,37.62,127.06,10446,410,1280,653,751,1519,82765
2904,8,37.66,127.06,10283,537,1132,518,598,866,112023
2905,10,37.66,127.06,9815,997,1356,543,427,1295,112023
2907,25,37.62,127.06,9640,1178,579,51,271,1356,82765
2908,20,37.62,127.06,8905,2153,507,265,217,88,82765
2909,10,37.62,127.06,7973,3080,163,817,629,912,82765
2910,10,37.62,127.06,7926,3619,402,819,904,1118,80111
2911,15,37.66,127.06,11168,1092,195,781,682,1332,209781
2912,20,37.62,127.06,9253,1396,501,370,569,793,52623
2913,15,37.66,127.06,15359,1829,580,167,476,2295,209781
2915,20,37.62,127.06,8725,2678,872,606,283,337,52623
2917,10,37.62,127.06,9883,791,1201,62,239,1401,82765
2919,15,37.62,127.06,9802,1582,409,446,489,1018,112023
2920,15,37.66,127.06,10610,133,749,189,178,446,209781
2921,10,37.66,127.06,10099,1043,60,771,422,389,112023
3002,10,37.56,126.9,1511,1512,173,573,961,2392,61695
3003,5,37.53,126.94,2861,4301,485,799,818,707,40509
3005,20,37.56,126.9,1622,1585,325,748,1103,2395,61695
3006,15,37.6,126.9,1729,1728,952,79,360,3131,32882
3007,10,37.6,126.9,2102,1478,830,369,574,2879,32882
3008,10,37.56,126.9,2299,839,285,928,1032,2188,32882
3009,10,37.56,126.94,1860,1612,316,990,851,712,25997
3010,15,37.56,126.94,2356,1438,212,792,808,823,25997
3011,10,37.56,126.94,3003,2268,343,772,562,542,26163
3100,10,37.56,126.94,3756,3233,352,454,598,573,17525
3101,17,37.6,126.94,4348,1725,1357,217,1011,1190,41339
3102,12,37.56,126.94,3330,1121,1254,377,1244,646,41339
3103,10,37.6,126.94,5667,3025,327,801,1285,1892,55987
3104,15,37.56,126.94,3984,3525,80,260,699,540,17525
3105,14,37.6,126.94,6081,3422,470,567,1724,1592,51296
3106,14,37.56,126.94,3456,784,1212,743,1055,659,41339
3107,9,37.56,126.94,3557,1234,1488,541,1305,644,41339
3109,15,37.6,126.94,5848,3168,524,926,1549,1620,51296
3110,15,37.6,126.94,5292,2612,639,407,1000,1600,51296
3111,10,37.6,126.94,5573,3021,39,1175,713,1916,55987
3112,9,37.56,126.94,5652,3460,75,343,325,1019,18704
3113,25,37.56,126.94,5530,3572,298,858,241,805,18704
3114,12,37.56,126.94,4638,4221,119,910,405,605,18113
3115,20,37.56,126.94,4297,3361,450,630,308,233,17525
3116,10,37.56,126.94,3236,2278,39,175,738,508,24372
3117,10,37.56,126.94,4230,2395,565,190,296,300,24372
3119,10,37.56,126.94,3030,1087,911,402,991,755,41339
3120,12,37.56,126.94,2566,126,313,483,716,1227,42865
3531,17,37.56,127,3088,2334,385,711,802,1840,15954
199,32,37.56,126.9,1707,1766,388,888,1419,2764,61695
200,22,37.53,126.94,1424,4678,347,688,1451,1366,34598
201,17,37.53,126.94,1333,4343,461,1392,1348,2211,34598
202,32,37.53,126.94,975,4630,596,1102,971,2449,34598
203,17,37.53,126.94,1463,4693,77,1125,1427,1665,34598
204,15,37.53,126.94,1612,4685,72,1206,1425,1552,34598
205,22,37.53,126.94,1292,4817,315,878,1233,1703,34598
206,37,37.53,126.94,1524,4584,386,838,1056,1429,34598
207,42,37.53,126.94,276,4941,80,481,305,2713,34598
209,14,37.53,126.94,674,4884,535,718,578,2921,34598
3121,15,37.56,126.94,2392,565,266,260,509,1373,52970
3122,30,37.56,126.94,2567,680,496,322,268,1589,52970
3123,30,37.56,126.94,2652,440,405,490,539,1106,42865
3124,20,37.56,126.94,3502,888,1249,299,746,252,42865
3125,15,37.56,126.94,3616,950,1381,816,968,674,41339
3126,10,37.6,126.94,4042,1473,1162,382,212,345,42865
3127,10,37.6,126.94,4750,2076,922,340,788,1237,51296
3128,7,37.6,126.94,4570,1907,1099,506,827,1169,51296
3129,20,37.56,126.94,2900,602,888,175,270,1107,52970
3130,20,37.56,126.94,2990,484,704,547,750,760,42865
3131,15,37.56,126.94,2938,257,678,701,992,908,42865
3132,20,37.6,126.94,5923,3243,340,674,1698,1521,55987
3133,18,37.56,126.94,3618,2986,213,730,714,720,24372
3134,10,37.56,126.94,4770,4289,252,777,479,583,18113
819,14,37.53,127,2709,5407,141,493,317,736,20661
336,12,37.56,127,4549,4607,178,497,725,826,5020
3203,10,37.5,126.9,3538,2407,714,946,698,1545,21552
3204,10,37.5,126.9,2978,2973,660,966,1073,1022,21552
390,12,37.56,127,4320,4352,106,477,781,566,5020
300,9,37.56,127,5519,4411,342,300,318,703,3059
180,12,37.56,126.94,4441,3976,180,669,520,581,18113
3212,10,37.5,126.94,3591,1813,137,566,312,1018,95641
3214,10,37.5,126.9,3408,3025,702,964,1009,856,51979
3215,15,37.53,126.94,993,4619,724,259,1244,1203,57848
3219,10,37.5,126.94,2750,3343,88,560,699,649,51979
3220,20,37.5,126.94,3462,1905,373,516,744,1077,95641
198,17,37.56,126.94,4706,4026,271,356,366,369,18113
3305,10,37.47,126.94,4518,5448,123,560,200,1448,30061
3306,10,37.47,126.94,7135,3514,2461,947,595,1970,22525
3307,15,37.5,126.94,3157,4650,605,696,560,536,31175
3310,15,37.47,126.94,5096,3614,671,684,64,1869,34440
3311,12,37.47,126.94,4334,4218,100,694,833,1715,34440
3401,10,37.56,127,5172,2393,222,916,616,1030,23149
3402,10,37.56,127,5596,2906,683,209,965,375,8470
310,15,37.56,127,5763,5134,321,524,656,1416,3567
3404,15,37.56,127,5156,3382,121,845,1119,822,5839
3405,12,37.56,127,6194,4544,310,881,547,1277,9815
3406,20,37.56,127,6395,5001,273,875,1015,1076,12981
3407,15,37.56,127,6234,4809,195,244,260,393,2997
3408,13,37.56,127,5736,4980,36,1073,847,689,8446
3410,10,37.56,127,5554,4199,228,912,1102,499,8446
311,37,37.56,127,5514,5148,142,466,561,1365,3567
813,22,37.53,127,1812,5190,117,1193,1131,1582,19635
3413,15,37.56,127,5420,3671,400,865,1308,800,8446
817,11,37.53,127,1802,5238,151,1174,1106,1568,19635
3415,15,37.56,127,4951,2767,26,621,638,1109,23149
3416,15,37.56,127,4915,2426,198,718,328,1313,23149
3417,12,37.56,127,5602,2071,509,551,809,696,23149
3418,10,37.6,127,5854,1990,66,358,665,514,23149
3419,15,37.6,127,6356,3470,404,727,611,573,8446
848,10,37.53,127,2039,4945,208,1202,1084,1540,19635
3421,10,37.6,127,6454,3054,200,963,172,519,20435
849,15,37.53,127,2106,5092,187,1034,923,1382,19635
3423,20,37.56,127,5622,3340,544,369,1046,425,5839
3425,15,37.56,126.94,6124,4348,490,966,578,1201,9815
3426,10,37.56,126.94,5749,3411,68,433,424,1162,8740
3427,13,37.56,126.94,5655,3297,304,647,302,1124,8740
3428,10,37.6,126.94,7391,4770,1846,1068,897,1074,10551
3429,15,37.6,126.94,7521,4881,1917,1118,1054,884,10551
3430,10,37.6,126.94,8075,5394,2068,687,1090,707,18816
3431,10,37.6,126.94,8025,5343,2072,615,1016,621,18816
816,17,37.53,126.94,1443,5544,108,1171,669,1838,19635
3501,12,37.53,127.06,1682,4632,381,188,242,705,103524
3502,17,37.56,127.06,3710,3182,29,412,478,1798,86682
3503,22,37.56,127.1,985,3659,749,724,1204,430,36083
3504,10,37.53,127.06,1185,4051,704,328,410,545,103524
3505,14,37.53,127.06,659,3307,430,550,413,1106,103524
3506,12,37.53,127.06,1100,2676,809,372,952,1497,103524
3507,41,37.53,127.06,2015,4350,370,931,966,365,11978
3508,12,37.56,127.06,2102,3606,599,1168,1466,644,25537
3509,22,37.56,127.06,2703,4289,618,1303,1327,168,22109
3510,12,37.56,127.06,3768,3382,347,367,608,2171,86682
3511,12,37.56,127.06,3009,1913,154,100,655,1156,16188
3513,12,37.56,127,4233,1688,19,814,290,1615,27767
530,11,37.56,127,4704,1649,488,1019,372,1796,17744
841,17,37.53,127,1380,5516,88,1102,619,1903,19635
3516,12,37.53,127.06,2337,3975,962,868,775,1211,36083
3517,12,37.56,127.06,3872,3009,417,710,616,1408,86682
3518,10,37.56,127.06,3189,2854,45,1053,1159,740,22109
3520,12,37.53,127.06,1987,4779,621,869,272,689,81059
3521,12,37.53,127.1,2050,3726,644,628,489,1016,36083
3523,12,37.53,127.06,1699,4422,732,217,190,368,25537
3524,17,37.56,127.06,2364,4176,263,1190,1220,188,22109
210,23,37.53,126.94,848,4948,548,805,790,2753,34598
211,15,37.53,126.94,1036,4526,117,373,909,1920,34598
212,37,37.53,126.94,1172,4396,108,280,1040,1804,34598
213,17,37.53,126.94,1513,4315,511,567,790,1418,34598
214,22,37.53,126.94,1317,4484,395,543,975,1607,34598
215,12,37.53,126.94,173,5204,307,138,48,2842,34598
845,24,37.53,126.94,1799,5890,496,1099,966,1525,19635
3527,10,37.56,127,3853,3103,521,819,317,1903,20163
3528,10,37.56,127.1,864,3607,853,851,1294,568,36083
3529,17,37.56,127.06,2357,4325,231,1003,1034,318,11978
3530,17,37.56,127,3698,2894,541,575,719,1697,17744
853,10,37.53,126.94,1327,5807,215,1198,493,1985,19635
3532,17,37.56,127,3763,2948,471,576,718,1670,17744
3533,12,37.53,127.06,1102,3542,188,531,441,657,103524
3534,14,37.53,127.06,1203,3444,30,693,597,694,103524
3535,12,37.56,127.06,3699,3515,741,1024,519,1475,86682
3536,12,37.53,127.06,1081,4405,765,683,476,1297,103524
3537,17,37.56,127.1,2263,4293,557,594,569,936,81059
806,22,37.53,126.94,1958,6211,502,1123,639,1525,19635
3539,12,37.56,127.1,812,3563,1583,878,865,2944,70160
3541,22,37.53,127.06,1350,3191,294,986,875,926,103524
3542,19,37.53,127.06,2551,4269,800,591,596,1228,81059
3543,17,37.56,127.06,2498,4280,378,1145,1174,102,22109
3544,10,37.56,127.06,3575,1178,131,150,191,382,41103
3545,10,37.56,127.06,3777,984,99,245,141,217,41103
3547,12,37.56,127,4202,1717,36,800,294,1629,17744
822,12,37.53,126.94,692,5945,709,906,274,2117,19635
3549,9,37.56,127.06,2874,4230,775,1542,1564,415,11428
829,42,37.53,126.94,1004,6255,895,1254,487,2087,19635
